X Y W
278.53 -132.55 1
123.16 -78.12 1.55909
124.66 -80.74 5.77501
140 -80 14.3175
130 -80 1.11893
126.36 -77.08 1.82993
129.03 -78.36 0.775248
133.19 -74.64 5.72169
123.18 -60.2 5.50732
140 -70 8.69081
131.92 -73.9 0.0207155
131.45 -74.48 1.29149
125.38 -62.38 2.10462
143.16 -66.54 7.90705
130 -70 0.761333
125.15 -55.52 11.5914
130 -60 10.399
131.45 -62.03 5.83801
131.33 -63.1 5.38344
134.17 -67.72 3.4556
125.59 -48.88 1.42357
123.26 -39.11 3.70097
130 -50 14.5459
140 -60 11.8953
120 -30 7.96
123.53 -37.47 3.33033
126 -41.24 4.35089
125.6 -33.98 8.96804
128.51 -41.92 8.24204
136.54 -56.69 3.00025
140 -50 0.689438
128.12 -36.36 2.56921
130 -40 9.29346
140 -40 18.9396
133.6 -34.96 10.3909
138.06 -29.94 3.70747
130 -30 7.75138
128.5 -21.57 9.295
126.27 -13.19 1.90214
130 -20 16.1793
140 -20 18.1048
127.38 -7.33 1.18674
127.21 -3.58 5.81114
132.52 -12.83 4.49743
133.85 -14.75 9.67833
128.43 -0.61 7.44368
130 0 12.1849
132.8 -3.93 4.87257
140 -10 8.28232
130 10 9.62656
134.11 2.99 13.5357
128.01 14.03 11.1371
140 0 9.2906
141.43 -1.09 5.12549
126.63 22.37 9.22879
140 10 10.8464
145.11 1.96 2.48852
130 20 16.6663
127.03 28.31 2.09496
138.72 19.34 14.4908
130 30 5.70585
127.24 37.62 6.9425
138.37 31.18 18.089
130 40 21.4752
141.6 38.84 2.24958
140 40 3.82363
131.53 46.77 6.0928
136.32 43.61 7.25703
130 50 5.29308
143.62 53.05 2.22857
140 50 4.59161
127.23 56.11 8.27449
134.2 48.57 6.40727
135.16 47.97 4.21623
127.32 65.69 6.7667
130 60 10.2034
133.13 58.02 6.62416
140 60 11.7546
130.81 68.41 4.65386
129.89 71.97 7.27992
130 80 11.0276
130.26 81.6 29.882
138.3 72.49 10.8452
140 80 20.0884
