X Y W
259.36 -94.15 1
40 -90 11.1318
50 -80 9.53171
37.48 -84.45 13.2012
40 -80 18.0616
50 -70 6.91453
40 -70 5.57751
50 -60 17.8028
40 -60 12.3397
50.01 -48.47 2.77946
39.23 -56.76 8.2597
50 -50 0.192263
37.02 -55.69 2.95411
40 -50 4.88324
50 -40 15.2213
40 -40 10.3295
50 -30 3.57846
40 -30 18.916
50 -20 11.6807
40 -20 19.7004
45.62 -14.96 14.6024
55.43 -6.34 1.02861
50 -10 2.80369
50 0 17.7383
40 0 19.1166
50 10 1.19322
40 10 14.3057
50 20 4.89153
39.29 20.82 15.1507
40 20 7.90108
50 30 10.6982
40 30 4.73179
38.52 37.89 10.7443
46.69 40.36 12.2485
40 40 7.91378
50 50 2.57642
40.11 43.62 8.32323
40 50 6.66023
45.29 55.16 13.9926
50 60 7.85766
40 60 12.5064
36.48 62.55 9.75381
39.45 67.29 9.67191
50 80 12.1983
40 80 14.4448
50 90 0.720396
