X Y W
225.91 -49.68 1
-80 -80 28.8746
-70 -80 17.9506
-80 -70 2.05594
-78.06 -62.29 13.745
-70 -70 9.51167
-80 -60 16.968
-70 -60 16.629
-80 -40 25.4008
-70 -50 4.22513
-70 -40 29.2513
-80 -30 15.3501
-70 -30 8.85074
-80 -20 23.1066
-70 -20 21.0597
-80 -10 11.2521
-70 -10 14.0927
-80 0 40.1762
-80 10 18.7773
-80 20 30.838
-80 30 20.0363
-70 20 14.4279
-70 30 7.73956
-80 40 20.1271
-70 40 13.7828
-80 50 2.02213
-73.48 48.65 2.36759
-81.28 60.38 13.788
-80 60 9.16484
-75.19 58.83 16.2492
-70 60 7.24938
-80 70 2.5569
-71.58 75.02 11.9737
-80 80 17.3367
-70 80 19.528
