X Y W
276.18 -115.1 1
64.69 -32.78 5.14019
68.16 24.73 7.93907
65.7 24.26 0.522251
69.45 66.56 7.61197
71.34 70.44 23.3037
70 60 7.05562
71.72 59.26 2.44764
67.79 41.08 6.93584
73.56 60.67 5.17612
70 40 7.30125
71.81 49.64 7.65246
74.08 56.51 6.49393
75.62 59.72 5.95606
71.52 37.79 13.7777
74.43 46.31 9.88923
70 30 2.68393
79.91 56.52 6.42742
80 60 6.44102
76.65 44.04 5.40306
80 50 3.0574
80 40 5.33516
77.11 38.97 18.4198
67.62 16.84 0.428998
70 20 0.0264207
72.86 24 1.00883
71.45 19.61 8.50413
68.16 2.92 3.18605
70.45 9.04 4.8071
71.2 11.24 2.88825
73.95 23.63 12.7354
70.21 -1.46 5.2512
70 0 3.47381
69.66 1.2 9.46833
74.91 13.66 9.19323
80 10 5.71639
78.06 12.96 4.96949
71.4 -3.84 27.7924
72.41 -22.12 12.8667
72.02 -25.83 4.97197
70 -30 6.71308
80 -30 2.65291
74.65 -28.32 3.7336
68.15 -31.77 5.7382
80.03 -35.23 1.06038
78.12 -38.02 8.47608
80 -40 18.5166
70 -40 3.79203
67.11 -40.25 5.8199
72.51 -41.91 19.3825
64.23 -53.22 1.27485
80 -50 0.206699
70 -50 2.00877
64.89 -57.44 10.9903
75.92 -53.71 3.57088
73.15 -53.67 6.09166
81.59 -56.5 6.24924
80 -60 14.1806
82.12 -61.61 9.00967
70 -60 4.83253
80 -70 0.46518
70 -70 5.10973
78.73 -71.52 6.80979
67.83 -80.29 5.99096
80 -80 15.4911
70 -80 17.6118
