X Y W
174.87 52.74 1
186.11 -95.67 1
182.23 -17.44 1
171.76 0.93 1
-140.77 -81.1 1.66454
-140 -80 6.01473
-135.97 -74.65 5.67903
-140 -60 12.8874
-140 -40 10.6818
-140 -30 10.0773
-143.46 -21.84 1.48375
-140 10 0.861434
-140 20 8.0746
-139.32 27.45 4.3918
-140 30 0.479801
-140 40 2.34838
-141.05 83.29 14.8144
-140 80 23.777
-134.81 74.22 5.56118
-130 70 0.0618086
-140 60 1.75109
-132.06 62.17 2.71149
-130 60 4.74475
-140 50 1.09076
-130 40 2.16499
-128.17 35.73 0.830533
-133.32 31.34 0.157351
-131.99 29.96 1.8597
-132.49 18.03 4.58139
-130 20 4.34028
-130.26 14.31 2.00059
-140 -20 13.6403
-139.99 -15.46 3.74226
-140 0 14.5331
-130 0 16.6885
-135.13 -13.56 3.98601
-130.15 -11.98 0.00863568
-134.05 -42.91 3.37761
-130 -20 2.93445
-136.2 -63.67 7.30863
-132.54 -57.82 8.13203
-130 -40 9.49112
-130 -60 4.62424
-127.25 -36.03 1.59582
