X Y W
247.86 -72.8 1
-15.71 81.24 11.7912
-20 80 6.20746
-10 80 10.1552
-18.85 71.47 0.267193
-20 70 4.97756
-15.91 61.92 8.68261
-10 60 4.12432
-20 60 20.7988
-10 50 1.28218
-10.68 45.45 3.82216
-18.95 43.02 17.5353
-10 40 2.38797
-20 40 13.9309
-15.04 38.18 16.2448
-10 30 5.24388
-20 30 17.1036
-10 20 4.6979
-20 20 33.9462
-10 10 8.43649
-10 0 22.0012
-10 -10 0.472353
-20 -20 14.816
-10 -20 11.2185
-20 -30 12.6253
-10 -40 33.8953
-10 -50 1.74498
-10 -60 8.89421
-20 -60 24.2141
-10 -70 3.62173
-20 -80 25.6054
-10 -80 14.627
