X Y W
236.57 -67.2 1
-40 -80 3.54832
-42.25 -86.85 7.66864
-39.5 -75.32 2.0886
-43.01 -74.75 4.61496
-45.17 -79.9 5.81836
-40 -60 5.92391
-48.28 -77.03 2.63931
-50 -80 3.17305
-44.05 -61.56 9.0303
-43.13 -58.19 8.30073
-48.23 -61.53 9.01219
-50 -60 4.83208
-52.16 -58.15 2.34913
-42.04 -45.85 4.33752
-48.1 -43.82 14.7434
-50 -40 14.5752
-52.95 -40.78 7.84622
-40 -40 7.14285
-32.92 -18.9 1.255
-33.97 -25.13 1.00113
-42.26 -33.92 9.44396
-40 -20 7.39914
-43.89 -29.5 8.10106
-40.46 -13.49 1.73177
-40 0 6.10933
-40 -10 2.98533
-42.2 -10.24 1.1559
-44.12 -18.2 8.98824
-43.43 -22.09 4.64299
-43.67 -24.61 5.69527
-40 10 0.00430185
-50.08 -24.4 4.4468
-48.15 -20.72 0.483136
-48.2 -20.13 0.85552
-50 -20 1.17776
-51.04 -16.03 0.163417
-48.81 -6.01 5.08544
-47.22 -0.46 6.44925
-46.82 4.73 0.731853
-47.95 2.99 3.73151
-42.36 20.02 11.812
-48.02 10.25 5.19896
-38.86 32.42 1.81249
-48.63 16.37 4.17379
-40 40 10.321
-42.53 31.87 8.36395
-51.06 21.24 12.2954
-50 20 2.14478
-47.13 19.62 6.13729
-46.11 27.3 8.72574
-30 90 0.08
-46.97 42.49 7.01231
-47.73 37.88 6.15137
-50.29 36.84 8.12464
-50 40 12.5836
-30 100 0.0128
-45.42 55.57 18.5535
-48.74 57.49 9.56885
-53.65 62 7.14313
-50 60 6.534
-49.01 62.84 9.30526
-43.32 63.84 7.75194
-49.18 66 1.59332
-52.55 67.95 0.250476
-41.2 73.15 8.86114
-45.64 76.85 4.96842
-48.57 77.05 5.13802
-40 80 6.01929
-50 80 5.97447
-44.77 82.33 17.7293
-51.76 84.23 8.56987
-40 90 6.16584
-50 90 5.94622
