X Y W
-90 100 0.5
-80 100 0.5
-20 10 0.5
70 -100 0.5
120 100 0.08
120 80 7.90588
78.17 40.6709 0.105844
110 80 8.40902
90 70 20.0011
79.84 28.2909 0.601228
80 30 0.0535166
80 20 11.0168
90 60 0.510656
121.02 70.5609 14.5017
120 70 14.6412
105.93 74.7009 11.264
94.2 62.8509 5.22089
80 10 2.20001
110 70 19.1137
100.45 72.8109 12.6301
100 70 11.094
116.09 65.7609 13.4529
120 60 10.6074
95.3 62.7118 5.00392
110 60 10.9386
100 60 13.9604
120 50 14.3039
80 0 0.00512
110 50 9.75209
100 50 12.9508
100 40 16.2724
87.01 27.8309 1.23032
110 30 20.123
100 30 16.3768
120 20 1.96721
110 20 8.25369
90 20 6.1217
100 20 0.841586
90 10 6.20024
130 70 15.3954
130 80 2.868
X The results saved at Tue Mar 29 21:21:23 2022

