X Y W
-150 -100 0.5
-110 -100 0.5
-10 -100 0.5
10 100 0.5
110 100 0.5
-79.53 -33.0191 5.05177
-82.7 -28.0591 5.18786
-70 -30 17.5991
-64.69 -28.0891 3.39655
-40 -30 6.91379
-50 -20 15.2002
-30.08 -24.6191 1.37079
-40 -20 3.81235
-39.18 -17.2991 14.5845
-40 -10 5.73212
-49.25 -5.64911 1.44499
-48.1 -6.74911 4.33145
-53.98 -0.909111 3.39512
-50 0 2.47886
-52.12 0.620889 3.41843
-43.36 -4.26911 12.1423
-55.23 5.01089 0.00175253
-49.42 0.830889 6.09432
-51.57 5.35089 0.00362524
-50.27 2.77089 3.0906
-40 0 2.85626
-42.61 3.96089 2.85665
-44.38 5.23089 6.52671
-35.01 6.10089 8.43683
-34.16 14.6409 7.43846
-41.55 47.1009 7.47647
-50 50 5.90205
-44.05 49.3909 1.78775
-40 50 3.52616
-56.25 59.5409 3.89518
-50 60 9.13005
-37.63 61.5409 2.43331
-47.64 66.0218 6.97447
-36.38 63.8209 1.57461
-43.49 72.7609 4.1787
-40 70 7.9629
-39.08 77.3209 1.24466
-37.12 76.2909 10.0446
0 100 0.00512
-18.2 74.4218 9.21352
-20 70 13.0808
-30 70 15.2089
-30 60 15.3519
-30 20 3.57845
-33.64 6.81089 0.00217446
-31.44 5.88089 5.25178
-30 10 2.18396
-27.5 9.30089 7.21348
-24.01 19.2209 13.5115
-25.41 19.1909 3.20454
-30 -10 2.05138
-21.65 8.83089 2.06618
-30 -20 1.80455
-20 10 10.6688
X The results saved at Tue Mar 29 21:02:27 2022

