X Y W
72.4932 19.2332 1
-90 100 0.5
-80 100 0.5
-20 10 0.5
70 -100 0.5
71.3032 27.5432 19.1176
120 100 0.08
121.323 76.3732 9.93459
118.143 76.2032 7.9807
90 70 24.7832
80 30 0.536718
80 20 11.1101
116.343 72.6632 12.8412
91.3132 58.2332 0.0098956
90 60 8.97299
120 70 10.4904
80 10 2.20001
117.213 69.2232 19.7761
110 70 21.0321
100 70 25.6311
120 60 11.8945
110 60 6.28918
104.463 60.8932 7.96621
100 60 13.5118
120 50 14.3037
80 0 0.00512
110 50 9.7521
100 50 12.9506
100 40 20.7453
110 30 20.1229
100 30 14.2151
95.9732 24.7932 7.44323
120 20 1.96721
110 20 8.25369
90 20 6.1217
100 20 0.392208
90 10 6.20024
125.526 68.7964 11.3913
130 70 12.3965
130 80 2.96847
X The results saved at Tue Mar 29 21:21:23 2022

