X Y W
-120 -40 0.5
-10 -100 0.5
90 -100 0.5
110 100 0.5
120 100 0.5
100 40 2.59974
96.0632 39.0832 7.40375
100.953 25.3832 7.73855
90 30 12.7628
110 20 15.6162
120 20 0.0506118
110 30 16.4921
120 30 7.35381
120 40 4.17742
130 40 18.0231
127.293 43.4032 11.0057
140 40 3.72646
140 42.5832 9.68631
150 40 1.16501
130 50 2.45158
140 50 0.0725317
130 60 13.8264
137.003 55.4432 0.329886
124.653 62.3232 12.4089
120 70 21.6649
140 60 13.441
137.123 59.9132 13.5594
119.586 75.3764 12.3192
150 60 18.6454
130 70 11.2548
126.813 70.1832 16.0525
150 100 0.08
140 100 0.0128
136.813 99.3132 0.01024
130 100 0.00512
119.963 96.5232 0.004096
150 90 0.002048
146.026 90 0.0016384
150 80 4.21648
140 80 2.43027
150 70 34.7464
140 70 34.0834
131.813 72.8532 4.39243
X The results saved at Tue Mar 29 21:25:08 2022

