X Y W
-140 -100 0.5
-40 -20 3.86314
-40 -10 0.13851
-50 -20 17.0472
-55.6168 -19.1668 15.8762
30 100 0.002048
-20 70 8.52871
-18.0268 70.4432 6.27911
-20 60 3.67517
-10 70 13.9846
0 80 6.01245
-16.9674 54.5128 1.28943
-1.3168 70.5232 9.17017
-19.9668 47.4432 0.00536933
10 80 10.0632
0 70 12.1427
-10 60 2.68336
10 70 13.7257
-7.9868 52.4932 0.598419
0 60 2.18843
-30 20 9.68917
-30 10 4.99215
-20 20 7.17599
-16.3036 20.6464 2.00552
-30 0 2.4214
-20 10 14.9465
-10 20 10.7505
-30 -10 0.448167
0 30 12.5001
-20 0 4.55633
10 30 14.4741
-13.0868 2.5032 0.516225
0 20 11.7963
-30 -20 2.79721
-20.6568 -10.1668 0.0108764
-20 -10 13.6861
5.3232 21.1532 10.9786
-21.1804 -12.5004 5.37981
-10 0 1.65739
10 20 7.18179
-30 -30 0.0684119
-20 -20 2.36783
-10 -10 7.46717
-10.5668 -12.7368 2.43492
40 100 0.08
X The results saved at Tue Mar 29 21:05:59 2022

