,x,y,MonthYear,Zscore,Year,Month,Hotspot Prob
254974,-70.0894881675058,44.1720043455534,2019-10-01,-5.46072044191808,2019,10,1
254975,-70.0891131675058,44.1720043455534,2019-10-01,-5.00173082496757,2019,10,1
254976,-70.0898631675058,44.1717343455534,2019-10-01,-4.98204493522644,2019,10,1
254977,-70.0894881675058,44.1717343455534,2019-10-01,-5.45412382357828,2019,10,1
254978,-70.0891131675058,44.1717343455534,2019-10-01,-5.00832475543244,2019,10,1
254979,-70.0906131675058,44.1714643455534,2019-10-01,-5.58841466903687,2019,10,1
254980,-70.0902381675058,44.1714643455534,2019-10-01,-6.67913186033202,2019,10,1
254981,-70.0898631675058,44.1714643455534,2019-10-01,-6.32366417854038,2019,10,1
254982,-70.0894881675058,44.1714643455534,2019-10-01,-6.71781779647166,2019,10,1
254983,-70.0891131675058,44.1714643455534,2019-10-01,-6.34239136347134,2019,10,1
254984,-70.0887381675058,44.1714643455534,2019-10-01,-6.26894541852224,2019,10,1
254985,-70.0883631675058,44.1714643455534,2019-10-01,-5.46893729327618,2019,10,1
254986,-70.0909881675058,44.1711943455534,2019-10-01,-5.31969690322876,2019,10,1
254987,-70.0906131675058,44.1711943455534,2019-10-01,-6.52893222583657,2019,10,1
254988,-70.0902381675058,44.1711943455534,2019-10-01,-7.53142527413797,2019,10,1
254989,-70.0898631675058,44.1711943455534,2019-10-01,-7.59947571055606,2019,10,1
254990,-70.0894881675058,44.1711943455534,2019-10-01,-7.76463145037099,2019,10,1
254991,-70.0891131675058,44.1711943455534,2019-10-01,-7.68034494799644,2019,10,1
254992,-70.0887381675058,44.1711943455534,2019-10-01,-7.37431130920147,2019,10,1
254993,-70.0883631675058,44.1711943455534,2019-10-01,-6.7642910614342,2019,10,1
254994,-70.0879881675058,44.1711943455534,2019-10-01,-6.02886424017429,2019,10,1
254995,-70.0876131675058,44.1711943455534,2019-10-01,-5.51177700368912,2019,10,1
254996,-70.0872381675058,44.1711943455534,2019-10-01,-3.88954566865519,2019,10,1
254997,-70.0909881675058,44.1709243455534,2019-10-01,-5.43362561036997,2019,10,1
254998,-70.0906131675058,44.1709243455534,2019-10-01,-7.10039914952933,2019,10,1
254999,-70.0902381675058,44.1709243455534,2019-10-01,-7.95146190667704,2019,10,1
