3.200000000000000000e+01,2.800000000000000000e+01
3.200000000000000000e+01,7.800000000000000000e+01
3.200000000000000000e+01,1.280000000000000000e+02
3.200000000000000000e+01,1.780000000000000000e+02
3.200000000000000000e+01,2.280000000000000000e+02
3.200000000000000000e+01,2.780000000000000000e+02
3.200000000000000000e+01,3.280000000000000000e+02
3.200000000000000000e+01,3.780000000000000000e+02
3.200000000000000000e+01,4.280000000000000000e+02
8.200000000000000000e+01,2.800000000000000000e+01
8.200000000000000000e+01,7.800000000000000000e+01
8.200000000000000000e+01,1.280000000000000000e+02
8.200000000000000000e+01,1.780000000000000000e+02
8.200000000000000000e+01,2.280000000000000000e+02
8.200000000000000000e+01,2.780000000000000000e+02
8.200000000000000000e+01,3.280000000000000000e+02
8.200000000000000000e+01,3.780000000000000000e+02
8.200000000000000000e+01,4.280000000000000000e+02
1.320000000000000000e+02,2.800000000000000000e+01
1.320000000000000000e+02,7.800000000000000000e+01
1.320000000000000000e+02,1.280000000000000000e+02
1.320000000000000000e+02,1.780000000000000000e+02
1.320000000000000000e+02,2.280000000000000000e+02
1.320000000000000000e+02,2.780000000000000000e+02
1.320000000000000000e+02,3.280000000000000000e+02
1.320000000000000000e+02,3.780000000000000000e+02
1.320000000000000000e+02,4.280000000000000000e+02
1.820000000000000000e+02,2.800000000000000000e+01
1.820000000000000000e+02,7.800000000000000000e+01
1.820000000000000000e+02,1.280000000000000000e+02
1.820000000000000000e+02,1.780000000000000000e+02
1.820000000000000000e+02,2.280000000000000000e+02
1.820000000000000000e+02,2.780000000000000000e+02
1.820000000000000000e+02,3.280000000000000000e+02
1.820000000000000000e+02,3.780000000000000000e+02
1.820000000000000000e+02,4.280000000000000000e+02
