8.646178690443302628e+01,7.557427660551860527e+01
8.318407277291161961e+01,2.832161792619604057e+01
6.440388325939599667e+01,5.256795135055830315e+01
4.893878731725364162e+01,2.760502524017147152e+01
6.915639298247661770e+01,4.231921937489471475e+01
5.507905538224137132e+01,6.116403826640959096e+01
5.921485520765305921e+01,3.056757726225953320e+01
6.146450360427544268e+01,4.792367626596677610e+01
1.259707501625316723e+02,1.833565095186384042e+01
6.066476713512595609e+01,3.599799055197445341e+01
5.006760236081375126e+01,2.806774200998762581e+01
4.611540812327815786e+01,3.400564978755147649e+01
5.439643528179417586e+01,4.652499394221098328e+01
1.092535783816135222e+02,1.674155289489561937e+01
5.200565312156204811e+01,2.321495601854343249e+01
6.638024501595089077e+01,4.682261174688596839e+01
8.213750783774877107e+01,6.204965079529381455e+01
1.054646699222336679e+02,3.669614123469483502e+01
1.204854498975200272e+02,4.290158433069018429e+01
1.083199733386146733e+02,6.135672350772154005e+01
1.021885063879336144e+02,6.189651766447309456e+01
1.125494683143277399e+02,3.185619845481022594e+01
4.662274478941627365e+01,1.888180393074344465e+01
5.960466738995828706e+01,5.943894685770055730e+01
1.273172041857849308e+02,8.280144653802614130e+01
6.569659406886273700e+01,5.150315032540100901e+01
1.119378395913744271e+02,1.237704378869784705e+01
9.913121806779423650e+01,4.949789963436450080e+01
4.678583060697443585e+01,4.290569237532918123e+01
5.317464610059433738e+01,3.274135171798792499e+01
1.113582155532591997e+02,6.532316890677174115e+01
7.116629056999587988e+01,4.760355680493950103e+01
1.121660403337961327e+02,7.913828254625724412e+01
4.916118224932035474e+01,2.693738152222653071e+01
4.827204169732622319e+01,3.970775430468927425e+01
8.878205798918114056e+01,7.907245802317447669e+01
9.379061890550487135e+01,3.351132963237790818e+01
4.169854936715783822e+01,3.429797517863477196e+01
6.250772046740769383e+01,4.331224261511329132e+01
1.178730627035342735e+02,1.259248927141175045e+01
1.341984993780671402e+02,2.269538955358234489e+01
1.019990153965389652e+02,8.324857937523393048e+01
1.396216736715535376e+02,6.200117298377034558e+01
1.360623633890747897e+02,3.794126630673241607e+01
1.162751870853922185e+02,5.410572195106425397e+01
7.081490990260951435e+01,6.565697399008070079e+01
9.087066295669471572e+01,5.539125403648534984e+01
1.171396567953061947e+02,2.991452167716465738e+01
7.272000900213041064e+01,2.507518124904964907e+01
4.334993268899491170e+01,3.667652832358152182e+01
8.646536374353435406e+01,5.939076420885220386e+01
1.469197290672342149e+02,3.031865195275332781e+01
7.332079335838425038e+01,4.387347488141818985e+01
6.541603684905994953e+01,2.522573615293697458e+01
9.381614544188617799e+01,3.088024955805190075e+01
