,x,y,MonthYear,Zscore,Year,Month,Hotspot Prob
76617,-70.0894881675058,44.1720043455534,2015-06-01,3.48655502078006,2015,6,99
76618,-70.0891131675058,44.1720043455534,2015-06-01,1.34003321417252,2015,6,95
76619,-70.0898631675058,44.1717343455534,2015-06-01,2.22733211517334,2015,6,99
76620,-70.0894881675058,44.1717343455534,2015-06-01,3.46920169311466,2015,6,99
76621,-70.0891131675058,44.1717343455534,2015-06-01,1.37032620281536,2015,6,95
76622,-70.0906131675058,44.1714643455534,2015-06-01,0.711321651935577,2015,6,50
76623,-70.0902381675058,44.1714643455534,2015-06-01,1.71015320897539,2015,6,95
76624,-70.0898631675058,44.1714643455534,2015-06-01,2.42032307093279,2015,6,99
76625,-70.0894881675058,44.1714643455534,2015-06-01,3.55595502800036,2015,6,99
76626,-70.0891131675058,44.1714643455534,2015-06-01,1.89685229864735,2015,6,95
76627,-70.0887381675058,44.1714643455534,2015-06-01,0.954226088178105,2015,6,50
76628,-70.0883631675058,44.1714643455534,2015-06-01,-0.469432926258996,2015,6,50
76629,-70.0909881675058,44.1711943455534,2015-06-01,0.201756998896599,2015,6,50
76630,-70.0906131675058,44.1711943455534,2015-06-01,0.705927014296525,2015,6,50
76631,-70.0902381675058,44.1711943455534,2015-06-01,1.00720273620646,2015,6,95
76632,-70.0898631675058,44.1711943455534,2015-06-01,1.33135100956725,2015,6,95
76633,-70.0894881675058,44.1711943455534,2015-06-01,1.42698544802638,2015,6,95
76634,-70.0891131675058,44.1711943455534,2015-06-01,0.584543915872494,2015,6,50
76635,-70.0887381675058,44.1711943455534,2015-06-01,0.00734696953045114,2015,6,50
76636,-70.0883631675058,44.1711943455534,2015-06-01,-0.489356918699701,2015,6,50
76637,-70.0879881675058,44.1711943455534,2015-06-01,0.0609015373251172,2015,6,50
76638,-70.0876131675058,44.1711943455534,2015-06-01,0.914846306264885,2015,6,50
76639,-70.0872381675058,44.1711943455534,2015-06-01,1.32629118612553,2015,6,95
76640,-70.0909881675058,44.1709243455534,2015-06-01,0.445354791623556,2015,6,50
76641,-70.0906131675058,44.1709243455534,2015-06-01,0.701351638262576,2015,6,50
76642,-70.0902381675058,44.1709243455534,2015-06-01,0.216555683525835,2015,6,50
76643,-70.0898631675058,44.1709243455534,2015-06-01,0.309418383173432,2015,6,50
76644,-70.0894881675058,44.1709243455534,2015-06-01,0.109927551781965,2015,6,50
76645,-70.0891131675058,44.1709243455534,2015-06-01,-0.172683364108904,2015,6,50
76646,-70.0887381675058,44.1709243455534,2015-06-01,-0.493627219881855,2015,6,50
76647,-70.0883631675058,44.1709243455534,2015-06-01,-0.597431395869268,2015,6,50
76648,-70.0879881675058,44.1709243455534,2015-06-01,-0.0915758031334031,2015,6,50
76649,-70.0876131675058,44.1709243455534,2015-06-01,0.682325573905251,2015,6,50
76650,-70.0872381675058,44.1709243455534,2015-06-01,0.885438292292195,2015,6,50
76651,-70.0868631675058,44.1709243455534,2015-06-01,1.04254964972914,2015,6,95
76652,-70.0909881675058,44.1706543455534,2015-06-01,0.284464075245833,2015,6,50
76653,-70.0906131675058,44.1706543455534,2015-06-01,0.46199720822311,2015,6,50
76654,-70.0902381675058,44.1706543455534,2015-06-01,0.115315314535199,2015,6,50
76655,-70.0898631675058,44.1706543455534,2015-06-01,0.336729349037426,2015,6,50
76656,-70.0894881675058,44.1706543455534,2015-06-01,0.199535875417887,2015,6,50
76657,-70.0891131675058,44.1706543455534,2015-06-01,0.090929088753542,2015,6,50
76658,-70.0887381675058,44.1706543455534,2015-06-01,-0.0990903547402964,2015,6,50
76659,-70.0883631675058,44.1706543455534,2015-06-01,-0.215408252320131,2015,6,50
76660,-70.0879881675058,44.1706543455534,2015-06-01,-0.0195015695288474,2015,6,50
76661,-70.0876131675058,44.1706543455534,2015-06-01,0.588088231639136,2015,6,50
76662,-70.0872381675058,44.1706543455534,2015-06-01,0.752689394434418,2015,6,50
76663,-70.0868631675058,44.1706543455534,2015-06-01,0.471699408079162,2015,6,50
76664,-70.0864881675058,44.1706543455534,2015-06-01,-0.185280785282019,2015,6,50
76665,-70.0909881675058,44.1703843455534,2015-06-01,-0.12590958332637,2015,6,50
76666,-70.0906131675058,44.1703843455534,2015-06-01,0.0294835408723404,2015,6,50
76667,-70.0902381675058,44.1703843455534,2015-06-01,-9.55383567729021e-05,2015,6,50
76668,-70.0898631675058,44.1703843455534,2015-06-01,0.200301430117033,2015,6,50
76669,-70.0894881675058,44.1703843455534,2015-06-01,0.18129428602485,2015,6,50
76670,-70.0891131675058,44.1703843455534,2015-06-01,0.142746423938091,2015,6,50
76671,-70.0887381675058,44.1703843455534,2015-06-01,0.0494092845237603,2015,6,50
76672,-70.0883631675058,44.1703843455534,2015-06-01,0.0168599930499197,2015,6,50
76673,-70.0879881675058,44.1703843455534,2015-06-01,0.118907488946459,2015,6,50
