X Y W
-76.1477 -2.48527 1
-77.8277 1.58473 1
-73.5077 -0.37527 1
-80 10 0.5
-80 90 0.5
110 100 0.5
-130 -50 4.15983
-130.948 -51.1053 6.74633
-131.218 -49.7753 10.3017
-140 -50 11.934
-81.3777 90 0.3
-90 100 0.045
-82.9577 84.6247 0.0081
-75.5477 44.4247 0.0900074
-76.8977 46.2547 0.326993
-80 40 2.83178
-84.2077 49.8147 5.66944
-90 60 2.08598
-90 50 10.824
-90 40 0.0760946
-91.8577 46.3447 4.22716
-100 50 2.20506
-110 40 13.2391
-108.548 41.3747 7.67437
-120 30 2.98199
-80 0 0.737104
-114.898 28.7547 1.32554
-110 30 4.92255
-80 -10 11.711
-105.208 30.6247 6.37828
-100 30 2.08974
-90 0 1.41238
-80 -40 0.15
-90 -10 4.54698
-110 -10 7.49576
-101.228 -14.4353 0.811427
-110 -20 14.1688
-100 -20 3.97603
-110 -30 2.1469
-100 -30 6.68309
-92.7277 -34.4053 3.33875
-100 -40 18.5286
-110 -40 3.5793
-96.1277 -40.8053 10.5721
X The results saved at Thu Mar 31 15:45:15 2022

