1.176296263867194227e+02,3.842909055705501942e+01
1.483250853149077386e+02,4.202110282838719968e+01
8.486070398829771477e+01,4.714072735065371944e+01
6.422434561612132597e+01,5.495921534280307696e+01
5.239288775722095437e+01,5.991586645287151214e+01
1.092149119174950727e+02,1.906618007622830646e+01
1.450000000000000000e+02,4.080000000000000000e+02
5.845474645208562237e+01,2.206965147681955841e+01
6.143621486006654209e+01,4.298766442001931409e+01
6.405676755421094981e+01,2.968983612634889369e+01
5.645364447077893999e+01,5.456076955963271757e+01
6.837653021854146118e+01,4.081880238539986294e+01
1.450000000000000000e+02,4.080000000000000000e+02
7.991579386132522700e+01,5.063624149967210997e+01
6.613862836496986120e+01,6.691190211355302608e+01
6.969627834817694634e+01,6.314260609015747150e+01
6.291849553141400264e+01,6.854342363072117905e+01
9.081421548685948153e+01,6.629720946196829345e+01
5.155807084335894785e+01,2.631837482650996662e+01
1.822979372185850480e+02,9.184682361908824078e+01
5.101778921874186778e+01,3.089599460602886438e+01
1.015209993974339397e+02,8.798117719497207645e+01
1.038785183056273809e+02,4.617768500395999354e+01
1.008596332726017124e+02,4.973353414015571161e+01
1.297415303512757419e+02,2.501003061128722038e+01
1.114869220551737641e+02,5.539838070553173566e+01
1.052569347180532304e+02,6.175373353871026438e+01
1.197442063849082245e+02,7.020125606865002510e+01
7.658540625596026530e+01,7.752498447254936309e+01
7.202047977297497994e+01,2.582817456089338748e+01
1.265462051904164724e+02,6.213178061382137685e+01
8.240887022674525042e+01,4.538566536652109562e+01
1.294477209030207518e+02,1.169662216918646891e+01
6.745778641108157103e+01,4.320579446826275216e+01
4.814180711971958715e+01,5.044594211854871446e+01
1.240018583803790051e+02,8.271776617552484367e+01
1.174580525132203235e+02,6.792385557507265048e+01
4.546088125877892594e+01,2.323104197541221083e+01
1.155808447251780677e+02,2.751679397845703079e+01
1.439492541839262003e+02,6.236793763847731498e+01
6.911364462223129124e+01,6.560169498184342274e+01
8.684140694971824814e+01,6.059086690416887677e+01
8.987189950600713928e+01,8.197136115970755554e+01
6.260543859224062402e+01,2.251578799600764569e+01
4.703803177340191866e+01,4.009588230970410905e+01
4.446497383210672183e+01,3.235140506340047750e+01
8.207833475447874605e+01,4.825140842230337057e+01
4.670551812029545857e+01,4.284298366812970471e+01
9.391907754110616224e+01,4.100283694341652563e+01
5.823521797566858993e+01,5.025733451834719290e+01
1.199080667319501288e+02,3.723014056084991807e+00
4.739991414766759448e+01,2.011071721038752003e+01
6.272799434051955103e+01,4.334988436552936264e+01
4.437233172919614788e+01,3.937656610138031965e+01
