,x,y,MonthYear,Zscore,Year,Month,labels
136208,-70.0894881675058,44.1720043455534,2016-09-01,-3.78322792285439,2016,9,0
136209,-70.0891131675058,44.1720043455534,2016-09-01,-3.41822313177188,2016,9,0
136210,-70.0898631675058,44.1717343455534,2016-09-01,-3.3862419128418,2016,9,0
136211,-70.0894881675058,44.1717343455534,2016-09-01,-3.77775706596348,2016,9,0
136212,-70.0891131675058,44.1717343455534,2016-09-01,-3.42347593309474,2016,9,0
136213,-70.0906131675058,44.1714643455534,2016-09-01,-3.47188091278076,2016,9,0
136214,-70.0902381675058,44.1714643455534,2016-09-01,-4.1866793024264,2016,9,0
136215,-70.0898631675058,44.1714643455534,2016-09-01,-4.15583068890863,2016,9,0
136216,-70.0894881675058,44.1714643455534,2016-09-01,-4.50426995300032,2016,9,0
136217,-70.0891131675058,44.1714643455534,2016-09-01,-4.24038877696566,2016,9,0
136218,-70.0887381675058,44.1714643455534,2016-09-01,-4.05077714133307,2016,9,0
136219,-70.0883631675058,44.1714643455534,2016-09-01,-3.43283704670038,2016,9,0
136220,-70.0909881675058,44.1711943455534,2016-09-01,-3.47693943977356,2016,9,0
136221,-70.0906131675058,44.1711943455534,2016-09-01,-4.13033145320967,2016,9,0
136222,-70.0902381675058,44.1711943455534,2016-09-01,-4.65337510327964,2016,9,0
136223,-70.0898631675058,44.1711943455534,2016-09-01,-4.77921645154145,2016,9,0
136224,-70.0894881675058,44.1711943455534,2016-09-01,-4.91651230079081,2016,9,0
136225,-70.0891131675058,44.1711943455534,2016-09-01,-4.84901998511983,2016,9,0
136226,-70.0887381675058,44.1711943455534,2016-09-01,-4.5806693818362,2016,9,0
136227,-70.0883631675058,44.1711943455534,2016-09-01,-4.21355123564768,2016,9,0
136228,-70.0879881675058,44.1711943455534,2016-09-01,-3.91693012609181,2016,9,0
136229,-70.0876131675058,44.1711943455534,2016-09-01,-3.7306116060203802,2016,9,0
136230,-70.0872381675058,44.1711943455534,2016-09-01,-2.76301553393587,2016,9,0
136231,-70.0909881675058,44.1709243455534,2016-09-01,-3.72709487817979,2016,9,0
136232,-70.0906131675058,44.1709243455534,2016-09-01,-4.68692205957444,2016,9,0
136233,-70.0902381675058,44.1709243455534,2016-09-01,-4.92407006641973,2016,9,0
136234,-70.0898631675058,44.1709243455534,2016-09-01,-4.93498923002475,2016,9,0
136235,-70.0894881675058,44.1709243455534,2016-09-01,-4.97077591225155,2016,9,0
136236,-70.0891131675058,44.1709243455534,2016-09-01,-4.98221853167316,2016,9,0
136237,-70.0887381675058,44.1709243455534,2016-09-01,-4.90072279864935,2016,9,0
136238,-70.0883631675058,44.1709243455534,2016-09-01,-4.81122413718582,2016,9,0
136239,-70.0879881675058,44.1709243455534,2016-09-01,-4.56747762835214,2016,9,0
136240,-70.0876131675058,44.1709243455534,2016-09-01,-4.46097351568341,2016,9,0
136241,-70.0872381675058,44.1709243455534,2016-09-01,-3.77045348095498,2016,9,0
136242,-70.0868631675058,44.1709243455534,2016-09-01,-3.37769574760948,2016,9,0
136243,-70.0909881675058,44.1706543455534,2016-09-01,-3.87637361012922,2016,9,0
136244,-70.0906131675058,44.1706543455534,2016-09-01,-4.79098486714129,2016,9,0
136245,-70.0902381675058,44.1706543455534,2016-09-01,-4.92734156021413,2016,9,0
136246,-70.0898631675058,44.1706543455534,2016-09-01,-4.93911036569636,2016,9,0
136247,-70.0894881675058,44.1706543455534,2016-09-01,-4.95649192639355,2016,9,0
136248,-70.0891131675058,44.1706543455534,2016-09-01,-4.97634104555783,2016,9,0
136249,-70.0887381675058,44.1706543455534,2016-09-01,-4.98196642689508,2016,9,0
136250,-70.0883631675058,44.1706543455534,2016-09-01,-4.99814427566583,2016,9,0
136251,-70.0879881675058,44.1706543455534,2016-09-01,-4.95785818180363,2016,9,0
136252,-70.0876131675058,44.1706543455534,2016-09-01,-4.87681846069044,2016,9,0
136253,-70.0872381675058,44.1706543455534,2016-09-01,-4.45378307263318,2016,9,0
136254,-70.0868631675058,44.1706543455534,2016-09-01,-4.11315362757111,2016,9,0
136255,-70.0864881675058,44.1706543455534,2016-09-01,-3.3639874814286,2016,9,0
136256,-70.0909881675058,44.1703843455534,2016-09-01,-3.87583382829564,2016,9,0
136257,-70.0906131675058,44.1703843455534,2016-09-01,-4.7983509321595,2016,9,0
136258,-70.0902381675058,44.1703843455534,2016-09-01,-4.93168800276111,2016,9,0
136259,-70.0898631675058,44.1703843455534,2016-09-01,-4.95550783801249,2016,9,0
136260,-70.0894881675058,44.1703843455534,2016-09-01,-4.94353958081983,2016,9,0
136261,-70.0891131675058,44.1703843455534,2016-09-01,-4.9616522093711,2016,9,0
136262,-70.0887381675058,44.1703843455534,2016-09-01,-4.97303487196184,2016,9,0
136263,-70.0883631675058,44.1703843455534,2016-09-01,-5.00726711267335,2016,9,0
136264,-70.0879881675058,44.1703843455534,2016-09-01,-5.01728579404308,2016,9,0
136265,-70.0876131675058,44.1703843455534,2016-09-01,-4.98924133526756,2016,9,0
136266,-70.0872381675058,44.1703843455534,2016-09-01,-4.82175545578652,2016,9,0
136267,-70.0868631675058,44.1703843455534,2016-09-01,-4.60796886830526,2016,9,0
136268,-70.0864881675058,44.1703843455534,2016-09-01,-4.10701182065293,2016,9,0
136269,-70.0861131675058,44.1703843455534,2016-09-01,-3.74663036508923,2016,9,0
136270,-70.0857381675058,44.1703843455534,2016-09-01,-3.20368833979626,2016,9,0
136271,-70.0853631675058,44.1703843455534,2016-09-01,-2.70125154959394,2016,9,0
136272,-70.0909881675058,44.1701143455534,2016-09-01,-4.11563238298065,2016,9,0
136273,-70.0906131675058,44.1701143455534,2016-09-01,-4.84335967874389,2016,9,0
136274,-70.0902381675058,44.1701143455534,2016-09-01,-4.95127327788539,2016,9,0
136275,-70.0898631675058,44.1701143455534,2016-09-01,-4.96288090952489,2016,9,0
136276,-70.0894881675058,44.1701143455534,2016-09-01,-4.92646021950743,2016,9,0
136277,-70.0891131675058,44.1701143455534,2016-09-01,-4.93504364542912,2016,9,0
136278,-70.0887381675058,44.1701143455534,2016-09-01,-4.94911894999374,2016,9,0
136279,-70.0883631675058,44.1701143455534,2016-09-01,-4.98975618236264,2016,9,0
136280,-70.0879881675058,44.1701143455534,2016-09-01,-5.00607468164292,2016,9,0
136281,-70.0876131675058,44.1701143455534,2016-09-01,-4.99426952647922,2016,9,0
136282,-70.0872381675058,44.1701143455534,2016-09-01,-4.87465199672423,2016,9,0
136283,-70.0868631675058,44.1701143455534,2016-09-01,-4.7266664137748,2016,9,0
136284,-70.0864881675058,44.1701143455534,2016-09-01,-4.46243622931383,2016,9,0
136285,-70.0861131675058,44.1701143455534,2016-09-01,-4.13059497106478,2016,9,0
136286,-70.0857381675058,44.1701143455534,2016-09-01,-3.8155839578749,2016,9,0
136287,-70.0853631675058,44.1701143455534,2016-09-01,-3.3746369817010198,2016,9,0
136288,-70.0849881675058,44.1701143455534,2016-09-01,-3.03220468789336,2016,9,0
