,x,y,MonthYear,Zscore,Year,Month,labels
102156,-70.0894881675058,44.1720043455534,2016-05-01,-0.621119998483844,2016,5,2
102157,-70.0891131675058,44.1720043455534,2016-05-01,-0.0291441529477454,2016,5,2
102158,-70.0898631675058,44.1717343455534,2016-05-01,-0.760308735072613,2016,5,2
102159,-70.0894881675058,44.1717343455534,2016-05-01,-0.623038155898708,2016,5,2
102160,-70.0891131675058,44.1717343455534,2016-05-01,-0.0372280843901176,2016,5,2
102161,-70.0906131675058,44.1714643455534,2016-05-01,-1.85401847958565,2016,5,1
102162,-70.0902381675058,44.1714643455534,2016-05-01,-1.83296568771407,2016,5,1
102163,-70.0898631675058,44.1714643455534,2016-05-01,-1.23591076457002,2016,5,1
102164,-70.0894881675058,44.1714643455534,2016-05-01,-0.740841647422217,2016,5,2
102165,-70.0891131675058,44.1714643455534,2016-05-01,-0.361760283484033,2016,5,2
102166,-70.0887381675058,44.1714643455534,2016-05-01,-0.386481715849788,2016,5,2
102167,-70.0883631675058,44.1714643455534,2016-05-01,-0.523234208494495,2016,5,2
102168,-70.0909881675058,44.1711943455534,2016-05-01,-1.75795370340347,2016,5,1
102169,-70.0906131675058,44.1711943455534,2016-05-01,-2.02324766515108,2016,5,0
102170,-70.0902381675058,44.1711943455534,2016-05-01,-1.95892490351896,2016,5,1
102171,-70.0898631675058,44.1711943455534,2016-05-01,-1.62750698264794,2016,5,1
102172,-70.0894881675058,44.1711943455534,2016-05-01,-0.980618203960068,2016,5,2
102173,-70.0891131675058,44.1711943455534,2016-05-01,-0.638622986269336,2016,5,2
102174,-70.0887381675058,44.1711943455534,2016-05-01,-0.441228833342227,2016,5,2
102175,-70.0883631675058,44.1711943455534,2016-05-01,-0.463311447244862,2016,5,2
102176,-70.0879881675058,44.1711943455534,2016-05-01,-0.5440473275521,2016,5,2
102177,-70.0876131675058,44.1711943455534,2016-05-01,-0.826593677143068,2016,5,2
102178,-70.0872381675058,44.1711943455534,2016-05-01,-0.630333307354543,2016,5,2
102179,-70.0909881675058,44.1709243455534,2016-05-01,-1.71319413420858,2016,5,1
102180,-70.0906131675058,44.1709243455534,2016-05-01,-2.00391075646043,2016,5,0
102181,-70.0902381675058,44.1709243455534,2016-05-01,-1.92400419097639,2016,5,1
102182,-70.0898631675058,44.1709243455534,2016-05-01,-1.60992676884725,2016,5,1
102183,-70.0894881675058,44.1709243455534,2016-05-01,-1.19048465619653,2016,5,1
102184,-70.0891131675058,44.1709243455534,2016-05-01,-0.903652174542382,2016,5,2
102185,-70.0887381675058,44.1709243455534,2016-05-01,-0.723331435261315,2016,5,2
102186,-70.0883631675058,44.1709243455534,2016-05-01,-0.709290613544448,2016,5,2
102187,-70.0879881675058,44.1709243455534,2016-05-01,-0.779738070780306,2016,5,2
102188,-70.0876131675058,44.1709243455534,2016-05-01,-0.959277722727591,2016,5,2
