,x,y,MonthYear,Zscore,Year,Month,labels
25539,-70.0894881675058,44.1720043455534,2014-05-01,-0.351769518470879,2014,5,2
25540,-70.0891131675058,44.1720043455534,2014-05-01,-0.29125354672926,2014,5,2
25541,-70.0898631675058,44.1717343455534,2014-05-01,-0.353925377130508,2014,5,2
25542,-70.0894881675058,44.1717343455534,2014-05-01,-0.351799228319354,2014,5,2
25543,-70.0891131675058,44.1717343455534,2014-05-01,-0.292086653919487,2014,5,2
25544,-70.0906131675058,44.1714643455534,2014-05-01,-0.528918921947479,2014,5,2
25545,-70.0902381675058,44.1714643455534,2014-05-01,-0.532293879402612,2014,5,2
25546,-70.0898631675058,44.1714643455534,2014-05-01,-0.428505547824455,2014,5,2
25547,-70.0894881675058,44.1714643455534,2014-05-01,-0.377762816314116,2014,5,2
25548,-70.0891131675058,44.1714643455534,2014-05-01,-0.338733566681085,2014,5,2
25549,-70.0887381675058,44.1714643455534,2014-05-01,-0.306596564088019,2014,5,2
25550,-70.0883631675058,44.1714643455534,2014-05-01,-0.267654580517939,2014,5,2
25551,-70.0909881675058,44.1711943455534,2014-05-01,-0.53666341304779,2014,5,2
25552,-70.0906131675058,44.1711943455534,2014-05-01,-0.621958866172649,2014,5,2
25553,-70.0902381675058,44.1711943455534,2014-05-01,-0.614575064144141,2014,5,2
25554,-70.0898631675058,44.1711943455534,2014-05-01,-0.510885407927877,2014,5,2
25555,-70.0894881675058,44.1711943455534,2014-05-01,-0.391928911148406,2014,5,2
25556,-70.0891131675058,44.1711943455534,2014-05-01,-0.362707927074717,2014,5,2
25557,-70.0887381675058,44.1711943455534,2014-05-01,-0.317584116045216,2014,5,2
25558,-70.0883631675058,44.1711943455534,2014-05-01,-0.29892225561358,2014,5,2
25559,-70.0879881675058,44.1711943455534,2014-05-01,-0.203999823532323,2014,5,2
25560,-70.0876131675058,44.1711943455534,2014-05-01,-0.260122581935335,2014,5,2
25561,-70.0872381675058,44.1711943455534,2014-05-01,-0.184767439446822,2014,5,2
25562,-70.0909881675058,44.1709243455534,2014-05-01,-0.571033234904877,2014,5,2
25563,-70.0906131675058,44.1709243455534,2014-05-01,-0.712630855611095,2014,5,2
25564,-70.0902381675058,44.1709243455534,2014-05-01,-0.705545923943823,2014,5,2
25565,-70.0898631675058,44.1709243455534,2014-05-01,-0.582704386873263,2014,5,2
25566,-70.0894881675058,44.1709243455534,2014-05-01,-0.431957167847855,2014,5,2
25567,-70.0891131675058,44.1709243455534,2014-05-01,-0.367266256407941,2014,5,2
25568,-70.0887381675058,44.1709243455534,2014-05-01,-0.335647978137618,2014,5,2
25569,-70.0883631675058,44.1709243455534,2014-05-01,-0.345656122737469,2014,5,2
25570,-70.0879881675058,44.1709243455534,2014-05-01,-0.246620855481433,2014,5,2
25571,-70.0876131675058,44.1709243455534,2014-05-01,-0.253303338371554,2014,5,2
25572,-70.0872381675058,44.1709243455534,2014-05-01,-0.180575494500808,2014,5,2
25573,-70.0868631675058,44.1709243455534,2014-05-01,-0.174182873603582,2014,5,2
25574,-70.0909881675058,44.1706543455534,2014-05-01,-0.585528516875788,2014,5,2
25575,-70.0906131675058,44.1706543455534,2014-05-01,-0.724162704143772,2014,5,2
25576,-70.0902381675058,44.1706543455534,2014-05-01,-0.72378100169889,2014,5,2
25577,-70.0898631675058,44.1706543455534,2014-05-01,-0.578069777899593,2014,5,2
25578,-70.0894881675058,44.1706543455534,2014-05-01,-0.481764331100959,2014,5,2
25579,-70.0891131675058,44.1706543455534,2014-05-01,-0.397844748549744,2014,5,2
25580,-70.0887381675058,44.1706543455534,2014-05-01,-0.379544432735338,2014,5,2
25581,-70.0883631675058,44.1706543455534,2014-05-01,-0.357116237091187,2014,5,2
25582,-70.0879881675058,44.1706543455534,2014-05-01,-0.255712432929724,2014,5,2
25583,-70.0876131675058,44.1706543455534,2014-05-01,-0.263570782570882,2014,5,2
25584,-70.0872381675058,44.1706543455534,2014-05-01,-0.185199911458542,2014,5,2
25585,-70.0868631675058,44.1706543455534,2014-05-01,-0.186795467193675,2014,5,2
25586,-70.0864881675058,44.1706543455534,2014-05-01,-0.17713604301598,2014,5,2
25587,-70.0909881675058,44.1703843455534,2014-05-01,-0.566932517090572,2014,5,2
25588,-70.0906131675058,44.1703843455534,2014-05-01,-0.708940456492974,2014,5,2
25589,-70.0902381675058,44.1703843455534,2014-05-01,-0.730033249617523,2014,5,2
25590,-70.0898631675058,44.1703843455534,2014-05-01,-0.63431340742144,2014,5,2
25591,-70.0894881675058,44.1703843455534,2014-05-01,-0.569656522347667,2014,5,2
25592,-70.0891131675058,44.1703843455534,2014-05-01,-0.472013457401703,2014,5,2
25593,-70.0887381675058,44.1703843455534,2014-05-01,-0.446917965217771,2014,5,2
25594,-70.0883631675058,44.1703843455534,2014-05-01,-0.401003907530171,2014,5,2
25595,-70.0879881675058,44.1703843455534,2014-05-01,-0.295854063673967,2014,5,2
25596,-70.0876131675058,44.1703843455534,2014-05-01,-0.264700409772434,2014,5,2
25597,-70.0872381675058,44.1703843455534,2014-05-01,-0.200213901775138,2014,5,2
25598,-70.0868631675058,44.1703843455534,2014-05-01,-0.229551014425938,2014,5,2
25599,-70.0864881675058,44.1703843455534,2014-05-01,-0.234611435337082,2014,5,2
25600,-70.0861131675058,44.1703843455534,2014-05-01,-0.287936315965717,2014,5,2
25601,-70.0857381675058,44.1703843455534,2014-05-01,-0.335067719859599,2014,5,2
25602,-70.0853631675058,44.1703843455534,2014-05-01,-0.474570851240988,2014,5,2
25603,-70.0909881675058,44.1701143455534,2014-05-01,-0.622376835307629,2014,5,2
25604,-70.0906131675058,44.1701143455534,2014-05-01,-0.704331055566775,2014,5,2
25605,-70.0902381675058,44.1701143455534,2014-05-01,-0.685436263445722,2014,5,2
25606,-70.0898631675058,44.1701143455534,2014-05-01,-0.642662070276572,2014,5,2
25607,-70.0894881675058,44.1701143455534,2014-05-01,-0.572377870968656,2014,5,2
25608,-70.0891131675058,44.1701143455534,2014-05-01,-0.516279870565462,2014,5,2
25609,-70.0887381675058,44.1701143455534,2014-05-01,-0.463552592741051,2014,5,2
25610,-70.0883631675058,44.1701143455534,2014-05-01,-0.423148806318484,2014,5,2
25611,-70.0879881675058,44.1701143455534,2014-05-01,-0.357465011514762,2014,5,2
25612,-70.0876131675058,44.1701143455534,2014-05-01,-0.316320681824821,2014,5,2
25613,-70.0872381675058,44.1701143455534,2014-05-01,-0.239790811003193,2014,5,2
25614,-70.0868631675058,44.1701143455534,2014-05-01,-0.229921571132281,2014,5,2
25615,-70.0864881675058,44.1701143455534,2014-05-01,-0.250175523333906,2014,5,2
25616,-70.0861131675058,44.1701143455534,2014-05-01,-0.320414927696774,2014,5,2
25617,-70.0857381675058,44.1701143455534,2014-05-01,-0.409205088153076,2014,5,2
25618,-70.0853631675058,44.1701143455534,2014-05-01,-0.497856291960438,2014,5,2
25619,-70.0849881675058,44.1701143455534,2014-05-01,-0.591785131520908,2014,5,2
25620,-70.0846131675058,44.1701143455534,2014-05-01,-0.611020848915288,2014,5,2
25621,-70.0917381675058,44.1698443455534,2014-05-01,-0.510454714298248,2014,5,2
25622,-70.0913631675058,44.1698443455534,2014-05-01,-0.645075544852812,2014,5,2
25623,-70.0909881675058,44.1698443455534,2014-05-01,-0.685428016601138,2014,5,2
25624,-70.0906131675058,44.1698443455534,2014-05-01,-0.711518547660929,2014,5,2
25625,-70.0902381675058,44.1698443455534,2014-05-01,-0.668381917476276,2014,5,2
25626,-70.0898631675058,44.1698443455534,2014-05-01,-0.657891460274001,2014,5,2
25627,-70.0894881675058,44.1698443455534,2014-05-01,-0.585233064593222,2014,5,2
25628,-70.0891131675058,44.1698443455534,2014-05-01,-0.537275515668158,2014,5,2
25629,-70.0887381675058,44.1698443455534,2014-05-01,-0.470240664220922,2014,5,2
25630,-70.0883631675058,44.1698443455534,2014-05-01,-0.43672099522788,2014,5,2
25631,-70.0879881675058,44.1698443455534,2014-05-01,-0.401571406031542,2014,5,2
25632,-70.0876131675058,44.1698443455534,2014-05-01,-0.362717407981102,2014,5,2
25633,-70.0872381675058,44.1698443455534,2014-05-01,-0.31154439212309,2014,5,2
25634,-70.0868631675058,44.1698443455534,2014-05-01,-0.301252194268068,2014,5,2
25635,-70.0864881675058,44.1698443455534,2014-05-01,-0.293032059715647,2014,5,2
25636,-70.0861131675058,44.1698443455534,2014-05-01,-0.318535488600177,2014,5,2
25637,-70.0857381675058,44.1698443455534,2014-05-01,-0.395316006295007,2014,5,2
25638,-70.0853631675058,44.1698443455534,2014-05-01,-0.548487554407956,2014,5,2
25639,-70.0849881675058,44.1698443455534,2014-05-01,-0.743961054411768,2014,5,2
25640,-70.0846131675058,44.1698443455534,2014-05-01,-0.741064238700744,2014,5,2
25641,-70.0842381675058,44.1698443455534,2014-05-01,-0.691559628277742,2014,5,2
25642,-70.0917381675058,44.1695743455534,2014-05-01,-0.581294633032545,2014,5,2
25643,-70.0913631675058,44.1695743455534,2014-05-01,-0.696419686759936,2014,5,2
25644,-70.0909881675058,44.1695743455534,2014-05-01,-0.730904751942784,2014,5,2
25645,-70.0906131675058,44.1695743455534,2014-05-01,-0.730946114340423,2014,5,2
25646,-70.0902381675058,44.1695743455534,2014-05-01,-0.687599167361156,2014,5,2
25647,-70.0898631675058,44.1695743455534,2014-05-01,-0.658442710837582,2014,5,2
25648,-70.0894881675058,44.1695743455534,2014-05-01,-0.620487438458531,2014,5,2
25649,-70.0891131675058,44.1695743455534,2014-05-01,-0.560943070955802,2014,5,2
25650,-70.0887381675058,44.1695743455534,2014-05-01,-0.506545789698796,2014,5,2
25651,-70.0883631675058,44.1695743455534,2014-05-01,-0.427926484850123,2014,5,2
25652,-70.0879881675058,44.1695743455534,2014-05-01,-0.414020639522615,2014,5,2
