x y w
129.069 90.0 1.0
-120.0 -100.0 1.0
-20.0 -100.0 1.0
20.0 90.0 1.0
20.0 100.0 1.0
30.0 -10.0 1.0
30.0 40.0 1.0
120.0 80.0 1.0
120.0 70.0 1.0
127.656 64.8264 1.0
120.0 60.0 1.0
125.273 51.5532 1.0
120.0 50.0 1.0
119.993 43.7432 1.0
130.0 80.0 1.0
130.0 70.0 1.0
129.796 61.6264 1.0
130.0 60.0 1.0
129.173 56.1532 1.0
130.0 30.0 1.0
130.0 50.0 1.0
130.0 40.0 1.0
150.0 40.0 1.0
140.0 40.0 1.0
140.0 43.0032 1.0
130.0 90.0 1.0
130.0 100.0 1.0
136.953 75.7532 1.0
140.0 74.0132 1.0
140.0 72.1664 1.0
140.0 70.0 1.0
150.0 70.0 1.0
140.0 67.5364 1.0
140.0 67.5832 1.0
136.436 62.0664 1.0
149.006 61.4064 1.0
140.0 60.0 1.0
140.0 59.3132 1.0
140.0 54.9764 1.0
140.0 50.0 1.0
150.0 50.0 1.0
133.69299999999998 47.7832 1.0
120.0 80.0 1.0
120.0 80.0 1.0
120.0 80.0 1.0
120.0 70.0 1.0
120.0 70.0 1.0
120.0 70.0 1.0
120.0 70.0 1.0
120.0 70.0 1.0
120.0 70.0 1.0
120.0 70.0 1.0
120.0 70.0 1.0
120.0 70.0 1.0
120.0 70.0 1.0
120.0 70.0 1.0
120.0 70.0 1.0
120.0 70.0 1.0
120.0 70.0 1.0
120.0 70.0 1.0
120.0 70.0 1.0
120.0 70.0 1.0
120.0 70.0 1.0
120.0 70.0 1.0
120.0 70.0 1.0
120.0 70.0 1.0
120.0 70.0 1.0
120.0 70.0 1.0
120.0 70.0 1.0
120.0 70.0 1.0
120.0 70.0 1.0
120.0 70.0 1.0
120.0 70.0 1.0
127.656 64.8264 1.0
127.656 64.8264 1.0
127.656 64.8264 1.0
127.656 64.8264 1.0
127.656 64.8264 1.0
127.656 64.8264 1.0
127.656 64.8264 1.0
127.656 64.8264 1.0
127.656 64.8264 1.0
127.656 64.8264 1.0
127.656 64.8264 1.0
127.656 64.8264 1.0
127.656 64.8264 1.0
127.656 64.8264 1.0
127.656 64.8264 1.0
127.656 64.8264 1.0
127.656 64.8264 1.0
120.0 60.0 1.0
120.0 60.0 1.0
120.0 60.0 1.0
120.0 60.0 1.0
120.0 60.0 1.0
120.0 60.0 1.0
120.0 60.0 1.0
120.0 60.0 1.0
120.0 60.0 1.0
120.0 60.0 1.0
125.273 51.5532 1.0
125.273 51.5532 1.0
125.273 51.5532 1.0
125.273 51.5532 1.0
125.273 51.5532 1.0
125.273 51.5532 1.0
125.273 51.5532 1.0
125.273 51.5532 1.0
125.273 51.5532 1.0
125.273 51.5532 1.0
125.273 51.5532 1.0
125.273 51.5532 1.0
125.273 51.5532 1.0
125.273 51.5532 1.0
120.0 50.0 1.0
120.0 50.0 1.0
120.0 50.0 1.0
120.0 50.0 1.0
120.0 50.0 1.0
120.0 50.0 1.0
120.0 50.0 1.0
120.0 50.0 1.0
120.0 50.0 1.0
120.0 50.0 1.0
120.0 50.0 1.0
120.0 50.0 1.0
119.993 43.7432 1.0
119.993 43.7432 1.0
119.993 43.7432 1.0
119.993 43.7432 1.0
119.993 43.7432 1.0
119.993 43.7432 1.0
119.993 43.7432 1.0
119.993 43.7432 1.0
119.993 43.7432 1.0
119.993 43.7432 1.0
119.993 43.7432 1.0
119.993 43.7432 1.0
130.0 80.0 1.0
130.0 80.0 1.0
130.0 70.0 1.0
130.0 70.0 1.0
130.0 70.0 1.0
130.0 70.0 1.0
130.0 70.0 1.0
130.0 70.0 1.0
130.0 70.0 1.0
130.0 70.0 1.0
130.0 70.0 1.0
130.0 70.0 1.0
130.0 70.0 1.0
130.0 70.0 1.0
130.0 70.0 1.0
130.0 70.0 1.0
130.0 70.0 1.0
129.796 61.6264 1.0
129.796 61.6264 1.0
129.796 61.6264 1.0
129.796 61.6264 1.0
129.796 61.6264 1.0
129.796 61.6264 1.0
129.796 61.6264 1.0
130.0 60.0 1.0
130.0 60.0 1.0
129.173 56.1532 1.0
129.173 56.1532 1.0
129.173 56.1532 1.0
129.173 56.1532 1.0
129.173 56.1532 1.0
129.173 56.1532 1.0
130.0 30.0 1.0
130.0 30.0 1.0
130.0 30.0 1.0
130.0 40.0 1.0
130.0 40.0 1.0
130.0 40.0 1.0
130.0 40.0 1.0
130.0 40.0 1.0
130.0 40.0 1.0
130.0 40.0 1.0
130.0 40.0 1.0
130.0 40.0 1.0
150.0 40.0 1.0
150.0 40.0 1.0
150.0 40.0 1.0
150.0 40.0 1.0
150.0 40.0 1.0
150.0 40.0 1.0
150.0 40.0 1.0
150.0 40.0 1.0
150.0 40.0 1.0
150.0 40.0 1.0
150.0 40.0 1.0
150.0 40.0 1.0
150.0 40.0 1.0
140.0 40.0 1.0
140.0 40.0 1.0
140.0 40.0 1.0
140.0 40.0 1.0
140.0 40.0 1.0
140.0 40.0 1.0
140.0 40.0 1.0
140.0 43.0032 1.0
140.0 43.0032 1.0
140.0 43.0032 1.0
140.0 43.0032 1.0
