,x,y,MonthYear,Zscore,Year,Month,Hotspot Prob
272000,-70.0894881675058,44.1720043455534,2020-06-01,0.874074388890733,2020,6,50
272001,-70.0891131675058,44.1720043455534,2020-06-01,1.01116567364205,2020,6,95
272002,-70.0898631675058,44.1717343455534,2020-06-01,0.617556571960449,2020,6,50
272003,-70.0894881675058,44.1717343455534,2020-06-01,0.87053932158106,2020,6,50
272004,-70.0891131675058,44.1717343455534,2020-06-01,1.00941823649432,2020,6,95
272005,-70.0906131675058,44.1714643455534,2020-06-01,-1.40681767463684,2020,6,5
272006,-70.0902381675058,44.1714643455534,2020-06-01,-0.740906031700681,2020,6,50
272007,-70.0898631675058,44.1714643455534,2020-06-01,0.504551315888276,2020,6,50
272008,-70.0894881675058,44.1714643455534,2020-06-01,0.85008884224078,2020,6,50
272009,-70.0891131675058,44.1714643455534,2020-06-01,0.847792108993386,2020,6,50
272010,-70.0887381675058,44.1714643455534,2020-06-01,-0.0274379065127278,2020,6,50
272011,-70.0883631675058,44.1714643455534,2020-06-01,-0.201317188179158,2020,6,50
272012,-70.0909881675058,44.1711943455534,2020-06-01,-1.55424964427948,2020,6,5
272013,-70.0906131675058,44.1711943455534,2020-06-01,-1.71433813227063,2020,6,5
272014,-70.0902381675058,44.1711943455534,2020-06-01,-1.37083774092218,2020,6,5
272015,-70.0898631675058,44.1711943455534,2020-06-01,-0.566762758043339,2020,6,50
272016,-70.0894881675058,44.1711943455534,2020-06-01,-0.434417183709033,2020,6,50
272017,-70.0891131675058,44.1711943455534,2020-06-01,-0.228224266000491,2020,6,50
272018,-70.0887381675058,44.1711943455534,2020-06-01,-0.402004801800903,2020,6,50
272019,-70.0883631675058,44.1711943455534,2020-06-01,-0.219112624602923,2020,6,50
272020,-70.0879881675058,44.1711943455534,2020-06-01,0.930990309858044,2020,6,50
272021,-70.0876131675058,44.1711943455534,2020-06-01,3.03003975261984,2020,6,99
272022,-70.0872381675058,44.1711943455534,2020-06-01,2.63438812229162,2020,6,99
272023,-70.0909881675058,44.1709243455534,2020-06-01,-1.58223354575879,2020,6,5
