X Y W
17.8208 99.55 1
-80 10 0.5
-80 90 0.5
110 100 0.5
-132.709 -55.88 10.7922
-130 -50 11.8231
-140 -50 12.749
-80.9292 87.21 0.09
-83.4892 90 0.09
-90 100 0.045
-84.3692 90 0.027
-80.4092 46.32 0.00561285
-80 40 0.00925168
-79.8092 18.8 0.00243
-86.7292 43.82 4.25358
-90 60 2.08543
-89.9092 48.85 0.734812
-90 50 10.1569
-90.2692 45.37 3.83229
-100 50 2.47506
-110 40 14.4499
-120 30 3.32598
-100.599 36.62 5.8509
-109.739 32.58 2.85391
-74.9592 -15.85 0.00209603
-80 0 0.672104
-110 30 3.61588
-80 -10 7.03635
-81.5692 -14.47 2.50745
-107.649 27.11 3.02542
-100 30 1.48861
-86.3892 -10.34 5.03751
-90 0 1.32317
-80 -40 0.15
-90 -10 4.09311
-110 -10 4.38998
-111.949 -16.19 3.81547
-100.949 -18.41 6.08022
-110 -20 14.2028
-110 -30 1.0476
-102.909 -32.3 10.6859
-100 -40 14.5578
-110 -40 1.04487
-91.1192 -40.53 0.665429
-95.3692 -44.24 14.7928
X The results saved at Thu Mar 31 15:45:15 2022

