X Y W
116.581 96.94 1
-120 -40 0.5
-10 -100 0.5
90 -100 0.5
110 100 0.5
120 100 0.5
100 40 4.68811
100.171 37.82 5.69563
110 20 10.0318
110 30 14.1032
120 30 8.4543
130 40 14.8311
140 40 1.78716
150 40 0.555099
136.692 45.9 1.57222
130 50 1.28155
130 60 13.3952
120 70 19.1567
140 60 9.39444
150 60 6.59664
130 70 14.631
143.202 60.74 6.34943
150 100 0.045
140 100 0.00405
140 97.41 0.00243
140 95.65 0.00243
130 100 0.001215
150 80 0.0146669
120 80 0.507205
140 79.35 0.626342
147.031 73.31 12.6554
150 70 4.03769
149.113 69.04 11.0374
140 70.58 12.0977
140 70 6.88131
X The results saved at Thu Mar 31 15:57:25 2022

