X Y W
-90 100 0.5
-10 -100 0.5
110 100 0.5
40 10 4.20646
50 10 10.5979
39.9116 13.75 2.0312
60 10 1.7477
63.2008 15.73 8.70178
50 20 0.0733637
60 50 1.61486
20 100 0.001215
30 100 0.001215
100 100 0.15
60 70 12.8116
100 70 3.716
90 70 12.9479
68.2423 65.97 9.94107
70 60 9.11636
80 70 12.9318
70 50 4.40128
100 60 1.2724
80 60 5.68487
90 60 1.90891
80 50 8.6179
90 50 2.31574
95.2624 47.4 1.00812
90 40 6.46274
80 40 4.90579
70 40 3.8545
70 30 5.45904
80 30 0.696301
76.8308 26.59 2.90359
74.5008 22.79 4.17443
80 20 6.09935
70 20 11.9822
70 10 1.96341
X The results saved at Thu Mar 31 15:54:22 2022

