,Unnamed: 0,x,y,MonthYear,Zscore,Year,Month,Hotspot Prob
0,144473,-70.0894881675058,44.1720043455534,2016-10-01,-5.44035121502733,2016,10,7.037972444858178
1,144474,-70.0891131675058,44.1720043455534,2016-10-01,-5.02905781023705,2016,10,7.037972444858178
2,144475,-70.0898631675058,44.1717343455534,2016-10-01,-4.92951226234436,2016,10,7.037972444858178
3,144476,-70.0894881675058,44.1717343455534,2016-10-01,-5.43331135283082,2016,10,7.037972444858178
4,144477,-70.0891131675058,44.1717343455534,2016-10-01,-5.03501205221164,2016,10,7.037972444858178
5,144478,-70.0906131675058,44.1714643455534,2016-10-01,-4.86423802375793,2016,10,7.037972444858178
6,144479,-70.0902381675058,44.1714643455534,2016-10-01,-5.8679833934138,2016,10,7.037972444858178
7,144480,-70.0898631675058,44.1714643455534,2016-10-01,-5.98934503164221,2016,10,7.037972444858178
8,144481,-70.0894881675058,44.1714643455534,2016-10-01,-6.45433824259198,2016,10,7.037972444858178
9,144482,-70.0891131675058,44.1714643455534,2016-10-01,-6.16675867473842,2016,10,7.037972444858178
10,144483,-70.0887381675058,44.1714643455534,2016-10-01,-6.0282461432662,2016,10,7.037972444858178
11,144484,-70.0883631675058,44.1714643455534,2016-10-01,-5.01752994665166,2016,10,7.037972444858178
12,144485,-70.0909881675058,44.1711943455534,2016-10-01,-4.89483737945557,2016,10,7.037972444858178
13,144486,-70.0906131675058,44.1711943455534,2016-10-01,-5.83901399070539,2016,10,7.037972444858178
14,144487,-70.0902381675058,44.1711943455534,2016-10-01,-6.4979478395761,2016,10,7.037972444858178
15,144488,-70.0898631675058,44.1711943455534,2016-10-01,-6.80000354059249,2016,10,7.037972444858178
16,144489,-70.0894881675058,44.1711943455534,2016-10-01,-7.0369379055076,2016,10,7.037972444858178
17,144490,-70.0891131675058,44.1711943455534,2016-10-01,-7.04459773646703,2016,10,7.037972444858178
18,144491,-70.0887381675058,44.1711943455534,2016-10-01,-6.81750158178976,2016,10,7.037972444858178
19,144492,-70.0883631675058,44.1711943455534,2016-10-01,-6.19860798052346,2016,10,7.037972444858178
20,144493,-70.0879881675058,44.1711943455534,2016-10-01,-5.95192186931609,2016,10,7.037972444858178
21,144494,-70.0876131675058,44.1711943455534,2016-10-01,-5.30267318588037,2016,10,7.037972444858178
22,144495,-70.0872381675058,44.1711943455534,2016-10-01,-4.1173773551207,2016,10,7.037972444858178
23,144496,-70.0909881675058,44.1709243455534,2016-10-01,-5.28588259223774,2016,10,7.037972444858178
24,144497,-70.0906131675058,44.1709243455534,2016-10-01,-6.62417450488505,2016,10,7.037972444858178
25,144498,-70.0902381675058,44.1709243455534,2016-10-01,-6.79318458862937,2016,10,7.037972444858178
26,144499,-70.0898631675058,44.1709243455534,2016-10-01,-6.85883009428034,2016,10,7.037972444858178
27,144500,-70.0894881675058,44.1709243455534,2016-10-01,-7.02887243636988,2016,10,7.037972444858178
28,144501,-70.0891131675058,44.1709243455534,2016-10-01,-7.17681938299898,2016,10,7.037972444858178
29,144502,-70.0887381675058,44.1709243455534,2016-10-01,-7.18653106312726,2016,10,7.037972444858178
30,144503,-70.0883631675058,44.1709243455534,2016-10-01,-7.02529190948435,2016,10,7.037972444858178
31,144504,-70.0879881675058,44.1709243455534,2016-10-01,-6.74119000773478,2016,10,7.037972444858178
32,144505,-70.0876131675058,44.1709243455534,2016-10-01,-6.41615907823522,2016,10,7.037972444858178
33,144506,-70.0872381675058,44.1709243455534,2016-10-01,-5.50604119668884,2016,10,7.037972444858178
34,144507,-70.0868631675058,44.1709243455534,2016-10-01,-4.9741565890707,2016,10,7.037972444858178
35,144508,-70.0909881675058,44.1706543455534,2016-10-01,-5.60703513242988,2016,10,7.037972444858178
36,144509,-70.0906131675058,44.1706543455534,2016-10-01,-6.78567476692647,2016,10,7.037972444858178
37,144510,-70.0902381675058,44.1706543455534,2016-10-01,-6.79568299752153,2016,10,7.037972444858178
38,144511,-70.0898631675058,44.1706543455534,2016-10-01,-6.71758589772502,2016,10,7.037972444858178
39,144512,-70.0894881675058,44.1706543455534,2016-10-01,-6.87210284683128,2016,10,7.037972444858178
40,144513,-70.0891131675058,44.1706543455534,2016-10-01,-7.06791876708788,2016,10,7.037972444858178
41,144514,-70.0887381675058,44.1706543455534,2016-10-01,-7.1773470671734,2016,10,7.037972444858178
42,144515,-70.0883631675058,44.1706543455534,2016-10-01,-7.21892818338594,2016,10,7.037972444858178
43,144516,-70.0879881675058,44.1706543455534,2016-10-01,-7.15421089657843,2016,10,7.037972444858178
44,144517,-70.0876131675058,44.1706543455534,2016-10-01,-7.02176837922427,2016,10,7.037972444858178
45,144518,-70.0872381675058,44.1706543455534,2016-10-01,-6.48934802295322,2016,10,7.037972444858178
46,144519,-70.0868631675058,44.1706543455534,2016-10-01,-6.07838415428313,2016,10,7.037972444858178
47,144520,-70.0864881675058,44.1706543455534,2016-10-01,-5.10011841418713,2016,10,7.037972444858178
48,144521,-70.0909881675058,44.1703843455534,2016-10-01,-5.73259528534962,2016,10,7.037972444858178
49,144522,-70.0906131675058,44.1703843455534,2016-10-01,-6.87942134313326,2016,10,7.037972444858178
50,144523,-70.0902381675058,44.1703843455534,2016-10-01,-6.83646994934098,2016,10,7.037972444858178
51,144524,-70.0898631675058,44.1703843455534,2016-10-01,-6.66323500126504,2016,10,7.037972444858178
52,144525,-70.0894881675058,44.1703843455534,2016-10-01,-6.7179068522433,2016,10,7.037972444858178
53,144526,-70.0891131675058,44.1703843455534,2016-10-01,-6.91194743401278,2016,10,7.037972444858178
54,144527,-70.0887381675058,44.1703843455534,2016-10-01,-7.0632538442794,2016,10,7.037972444858178
55,144528,-70.0883631675058,44.1703843455534,2016-10-01,-7.1805301767699,2016,10,7.037972444858178
56,144529,-70.0879881675058,44.1703843455534,2016-10-01,-7.21036550576878,2016,10,7.037972444858178
57,144530,-70.0876131675058,44.1703843455534,2016-10-01,-7.18414227239327,2016,10,7.037972444858178
58,144531,-70.0872381675058,44.1703843455534,2016-10-01,-7.06090950491258,2016,10,7.037972444858178
59,144532,-70.0868631675058,44.1703843455534,2016-10-01,-6.86368135832225,2016,10,7.037972444858178
60,144533,-70.0864881675058,44.1703843455534,2016-10-01,-6.2871346727518,2016,10,7.037972444858178
61,144534,-70.0861131675058,44.1703843455534,2016-10-01,-6.00734854581088,2016,10,7.037972444858178
62,144535,-70.0857381675058,44.1703843455534,2016-10-01,-5.49036773997611,2016,10,7.037972444858178
63,144536,-70.0853631675058,44.1703843455534,2016-10-01,-4.95181859574254,2016,10,7.037972444858178
64,144537,-70.0909881675058,44.1701143455534,2016-10-01,-6.12112726607392,2016,10,7.037972444858178
65,144538,-70.0906131675058,44.1701143455534,2016-10-01,-7.00806280824887,2016,10,7.037972444858178
66,144539,-70.0902381675058,44.1701143455534,2016-10-01,-6.89690767171555,2016,10,7.037972444858178
67,144540,-70.0898631675058,44.1701143455534,2016-10-01,-6.70182899386783,2016,10,7.037972444858178
68,144541,-70.0894881675058,44.1701143455534,2016-10-01,-6.65286720029275,2016,10,7.037972444858178
