x y w
-70.93 -3.63911 1.0
-80.0 10.0 1.0
-80.0 90.0 1.0
110.0 100.0 1.0
-129.5 -56.3191 1.0
-139.07 -59.1591 1.0
-130.0 -50.0 1.0
-140.0 -50.0 1.0
-135.37 -43.3191 1.0
-83.82 89.8909 1.0
-82.92 90.0 1.0
-90.0 100.0 1.0
-82.84 84.3509 1.0
-84.27 87.1509 1.0
-86.02 90.0 1.0
-80.0 50.0 1.0
-82.56 51.6109 1.0
-84.09 53.7509 1.0
-80.0 40.0 1.0
-86.9 54.7809 1.0
-80.0 20.0 1.0
-90.0 50.0 1.0
-83.39 16.8009 1.0
-90.0 40.0 1.0
-95.35 55.9009 1.0
-100.0 50.0 1.0
-110.0 40.0 1.0
-114.04 34.0209 1.0
-120.0 30.0 1.0
-108.93 31.1509 1.0
-99.07 34.7609 1.0
-80.0 0.0 1.0
-110.0 30.0 1.0
-80.0 -10.0 1.0
-100.0 30.0 1.0
-80.0 -30.0 1.0
-90.0 0.0 1.0
-80.0 -40.0 1.0
-81.56 -30.5891 1.0
-90.0 -10.0 1.0
-110.0 -10.0 1.0
-102.71 -9.98911 1.0
-86.31 -11.5691 1.0
-82.1 -32.5591 1.0
-110.0 -20.0 1.0
-100.0 -20.0 1.0
-110.0 -30.0 1.0
-101.17 -32.8891 1.0
-107.2 -36.5891 1.0
-90.77 -36.0891 1.0
-100.0 -40.0 1.0
-110.0 -40.0 1.0
-90.0 -40.0 1.0
-129.5 -56.3191 1.0
-129.5 -56.3191 1.0
-129.5 -56.3191 1.0
-129.5 -56.3191 1.0
-129.5 -56.3191 1.0
-129.5 -56.3191 1.0
-129.5 -56.3191 1.0
-129.5 -56.3191 1.0
-129.5 -56.3191 1.0
-129.5 -56.3191 1.0
-129.5 -56.3191 1.0
-129.5 -56.3191 1.0
-129.5 -56.3191 1.0
-129.5 -56.3191 1.0
-139.07 -59.1591 1.0
-139.07 -59.1591 1.0
-139.07 -59.1591 1.0
-139.07 -59.1591 1.0
-139.07 -59.1591 1.0
-139.07 -59.1591 1.0
-139.07 -59.1591 1.0
-139.07 -59.1591 1.0
-139.07 -59.1591 1.0
-139.07 -59.1591 1.0
-139.07 -59.1591 1.0
-139.07 -59.1591 1.0
-139.07 -59.1591 1.0
-139.07 -59.1591 1.0
-130.0 -50.0 1.0
-130.0 -50.0 1.0
-130.0 -50.0 1.0
-130.0 -50.0 1.0
-130.0 -50.0 1.0
-130.0 -50.0 1.0
-130.0 -50.0 1.0
-130.0 -50.0 1.0
-130.0 -50.0 1.0
-130.0 -50.0 1.0
-130.0 -50.0 1.0
-130.0 -50.0 1.0
-130.0 -50.0 1.0
-130.0 -50.0 1.0
-130.0 -50.0 1.0
-130.0 -50.0 1.0
-130.0 -50.0 1.0
-130.0 -50.0 1.0
-130.0 -50.0 1.0
-130.0 -50.0 1.0
-130.0 -50.0 1.0
-140.0 -50.0 1.0
-140.0 -50.0 1.0
-140.0 -50.0 1.0
-140.0 -50.0 1.0
-140.0 -50.0 1.0
-140.0 -50.0 1.0
-140.0 -50.0 1.0
-140.0 -50.0 1.0
-140.0 -50.0 1.0
-140.0 -50.0 1.0
-140.0 -50.0 1.0
-135.37 -43.3191 1.0
-135.37 -43.3191 1.0
-135.37 -43.3191 1.0
-82.56 51.6109 1.0
-82.56 51.6109 1.0
-82.56 51.6109 1.0
-82.56 51.6109 1.0
-84.09 53.7509 1.0
-80.0 40.0 1.0
-80.0 40.0 1.0
-80.0 40.0 1.0
-86.9 54.7809 1.0
-86.9 54.7809 1.0
-86.9 54.7809 1.0
-90.0 50.0 1.0
-90.0 50.0 1.0
-90.0 50.0 1.0
-90.0 50.0 1.0
-90.0 50.0 1.0
-90.0 50.0 1.0
-90.0 50.0 1.0
-90.0 50.0 1.0
-90.0 50.0 1.0
-90.0 50.0 1.0
-90.0 50.0 1.0
-90.0 50.0 1.0
-90.0 50.0 1.0
-90.0 50.0 1.0
-90.0 50.0 1.0
-90.0 50.0 1.0
-90.0 50.0 1.0
-90.0 40.0 1.0
-90.0 40.0 1.0
-95.35 55.9009 1.0
-95.35 55.9009 1.0
-95.35 55.9009 1.0
-95.35 55.9009 1.0
-95.35 55.9009 1.0
-95.35 55.9009 1.0
-95.35 55.9009 1.0
-95.35 55.9009 1.0
-100.0 50.0 1.0
-100.0 50.0 1.0
-100.0 50.0 1.0
-110.0 40.0 1.0
-110.0 40.0 1.0
-110.0 40.0 1.0
-110.0 40.0 1.0
-110.0 40.0 1.0
-110.0 40.0 1.0
-110.0 40.0 1.0
-110.0 40.0 1.0
-110.0 40.0 1.0
-110.0 40.0 1.0
-110.0 40.0 1.0
-110.0 40.0 1.0
-110.0 40.0 1.0
-110.0 40.0 1.0
-110.0 40.0 1.0
-110.0 40.0 1.0
