,x,y,MonthYear,Zscore,Year,Month,Hotspot Prob
170012,-70.0894881675058,44.1720043455534,2017-08-01,14.0495422253986,2017,8,99
170013,-70.0891131675058,44.1720043455534,2017-08-01,9.13917675065538,2017,8,99
170014,-70.0898631675058,44.1717343455534,2017-08-01,11.4542398452759,2017,8,99
170015,-70.0894881675058,44.1717343455534,2017-08-01,14.0137764111075,2017,8,99
170016,-70.0891131675058,44.1717343455534,2017-08-01,9.20831617424195,2017,8,99
170017,-70.0906131675058,44.1714643455534,2017-08-01,4.97070407867432,2017,8,99
170018,-70.0902381675058,44.1714643455534,2017-08-01,8.7140006730581,2017,8,99
170019,-70.0898631675058,44.1714643455534,2017-08-01,11.238827945332,2017,8,99
170020,-70.0894881675058,44.1714643455534,2017-08-01,13.8671047297109,2017,8,99
170021,-70.0891131675058,44.1714643455534,2017-08-01,10.5150158925042,2017,8,99
170022,-70.0887381675058,44.1714643455534,2017-08-01,9.29613237550336,2017,8,99
170023,-70.0883631675058,44.1714643455534,2017-08-01,5.12061569440853,2017,8,99
170024,-70.0909881675058,44.1711943455534,2017-08-01,3.42526340484619,2017,8,99
170025,-70.0906131675058,44.1711943455534,2017-08-01,5.50190570231223,2017,8,99
170026,-70.0902381675058,44.1711943455534,2017-08-01,6.94128113010703,2017,8,99
170027,-70.0898631675058,44.1711943455534,2017-08-01,9.07008360503454,2017,8,99
170028,-70.0894881675058,44.1711943455534,2017-08-01,10.0581017719171,2017,8,99
170029,-70.0891131675058,44.1711943455534,2017-08-01,7.93550151029318,2017,8,99
170030,-70.0887381675058,44.1711943455534,2017-08-01,7.54613929970104,2017,8,99
170031,-70.0883631675058,44.1711943455534,2017-08-01,6.53254292015354,2017,8,99
170032,-70.0879881675058,44.1711943455534,2017-08-01,8.64496020199496,2017,8,99
170033,-70.0876131675058,44.1711943455534,2017-08-01,11.1388624008066,2017,8,99
170034,-70.0872381675058,44.1711943455534,2017-08-01,10.3533299085939,2017,8,99
170035,-70.0909881675058,44.1709243455534,2017-08-01,4.31457709284386,2017,8,99
170036,-70.0906131675058,44.1709243455534,2017-08-01,6.0035173909047,2017,8,99
170037,-70.0902381675058,44.1709243455534,2017-08-01,4.32230070646445,2017,8,99
170038,-70.0898631675058,44.1709243455534,2017-08-01,5.24142459830689,2017,8,99
170039,-70.0894881675058,44.1709243455534,2017-08-01,5.52196417943622,2017,8,99
170040,-70.0891131675058,44.1709243455534,2017-08-01,4.53950776528964,2017,8,99
170041,-70.0887381675058,44.1709243455534,2017-08-01,4.09059838014728,2017,8,99
170042,-70.0883631675058,44.1709243455534,2017-08-01,4.65671195707569,2017,8,99
